web-scraper-order,web-scraper-start-url,player,season,team,position,games_played,goals,assists,points,plus_minus,pim,points_gp,ppg,ppp,shg,shp,gwg,otg,shots,shot_perc,toi_gp,shifts_gp,fow_perc
"1571430269-12093","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Larry Jeffrey","1965-66","TOR","L","20","1","1","2","1","22","0.10","0","0","0","0","1","0","22","4.5","","--","--"
"1571430269-8892","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Doug Harvey","1949-50","MTL","D","70","4","20","24","","76","0.34","2","8","0","1","0","0","","--","","--","--"
"1571430269-8632","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Alex Kaleta","1947-48","CHI","L","52","10","16","26","","40","0.50","1","4","0","0","3","0","","--","","--","--"
"1571430269-12295","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Dick Gamble","1965-66","TOR","L","2","1","0","1","0","0","0.50","1","1","0","0","0","0","4","25.0","","--","--"
"1571430269-7163","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Dean Prentice","1956-57","NYR","L","68","19","23","42","","38","0.62","3","5","0","1","6","0","","--","","--","--"
"1571430269-8742","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ed Sandford","1947-48","BOS","L","59","10","15","25","","25","0.42","2","2","0","0","2","0","","--","","--","--"
"1571430269-7333","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ed Litzenberger","1961-62","DET, TOR","C","69","18","22","40","3","14","0.58","4","8","0","1","2","0","160","11.3","","--","--"
"1571430269-9881","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Wayne Hicks","1962-63","BOS","R","65","7","9","16","-20","12","0.25","2","4","0","1","0","0","98","7.1","","--","--"
"1571430269-6693","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Milt Schmidt","1951-52","BOS","C","69","21","29","50","","57","0.72","2","11","1","1","3","0","","--","","--","--"
"1571430269-13509","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Guy Lapointe","1968-69","MTL","D","1","0","0","0","0","2","--","0","0","0","0","0","0","0","0.0","","--","--"
"1571430269-10355","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Gus Kyle","1951-52","BOS","D","69","1","12","13","","127","0.19","0","0","0","0","0","0","","--","","--","--"
"1571430269-7006","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Maurice Richard","1951-52","MTL","R","48","27","17","44","","44","0.92","9","15","0","0","3","0","","--","","--","--"
"1571430269-6588","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ted Lindsay","1947-48","DET","L","60","33","19","52","","95","0.87","4","9","3","4","2","0","","--","","--","--"
"1571430269-6537","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ron Murphy","1968-69","BOS","L","60","16","38","54","26","26","0.90","5","11","0","0","0","0","113","14.1","","--","--"
"1571430269-8601","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Len Lunde","1958-59","DET","C","68","14","12","26","","15","0.38","6","11","0","0","1","0","","--","","--","--"
"1571430269-12919","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Gene Achtymichuk","1958-59","DET","C","12","0","0","0","","0","--","0","0","0","0","0","0","","--","","--","--"
"1571430269-7495","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Eric Nesterenko","1960-61","CHI","R","68","19","19","38","-15","127","0.56","5","9","0","0","2","0","155","12.3","","--","--"
"1571430269-11655","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Al Dewsbury","1949-50","DET","D","11","2","2","4","","2","0.36","1","2","0","0","0","0","","--","","--","--"
"1571430269-13278","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Kenny Girard","1959-60","TOR","R","1","0","0","0","0","0","--","0","0","0","0","0","0","0","0.0","","--","--"
"1571430269-9586","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Doug Robinson","1967-68","LAK","L","34","9","9","18","4","6","0.53","1","2","0","0","0","0","63","14.3","","--","--"
"1571430269-13168","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Poul Popiel","1967-68","LAK","D","1","0","0","0","-1","0","--","0","0","0","0","0","0","3","0.0","","--","--"
"1571430269-7451","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ken Schinkel","1967-68","PIT","R","57","14","25","39","-10","19","0.68","2","6","0","0","3","0","185","7.6","","--","--"
"1571430269-9572","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bob Davidson","1945-46","TOR","L","41","9","9","18","","12","0.44","1","1","0","0","1","0","","--","","--","--"
"1571430269-6532","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ted Hampson","1967-68","DET, OAK","C","71","17","37","54","-3","14","0.76","2","12","0","0","3","0","148","11.5","","--","--"
"1571430269-11400","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Dennis Hull","1965-66","CHI","L","25","1","5","6","-3","6","0.24","0","3","0","0","0","0","31","3.2","","--","--"
"1571430269-7405","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Johnny Bucyk","1960-61","BOS","L","70","19","20","39","-31","48","0.56","3","9","1","1","3","0","173","11.0","","--","--"
"1571430269-8954","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Andre Pronovost","1958-59","MTL","L","70","9","14","23","","48","0.33","0","0","0","0","1","0","","--","","--","--"
"1571430269-12465","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bob Cunningham","1960-61","NYR","C","3","0","1","1","2","0","0.33","0","0","0","0","0","0","3","0.0","","--","--"
"1571430269-10860","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","George Johnston","1945-46","CHI","R","16","5","4","9","","2","0.56","0","0","1","1","0","0","","--","","--","--"
"1571430269-11212","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ed Slowinski","1952-53","NYR","R","37","2","5","7","","14","0.19","0","0","0","1","0","0","","--","","--","--"
"1571430269-9374","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jack Crawford","1943-44","BOS","D","34","4","16","20","","8","0.59","0","0","0","0","0","0","","--","","--","--"
"1571430269-7097","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Brian Cullen","1957-58","TOR","C","67","20","23","43","","25","0.64","6","13","0","0","2","0","","--","","--","--"
"1571430269-6553","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Camille Henry","1960-61","NYR","C","53","28","25","53","-10","8","1.00","8","17","0","0","4","0","120","23.3","","--","--"
"1571430269-7224","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Max Bentley","1948-49","TOR","C","60","19","22","41","","18","0.68","3","12","0","0","6","0","","--","","--","--"
"1571430269-10216","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jack Crawford","1947-48","BOS","D","45","3","11","14","","10","0.31","0","2","0","1","0","0","","--","","--","--"
"1571430269-9829","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Doug Jarrett","1964-65","CHI","D","46","2","15","17","24","34","0.37","0","1","0","2","0","0","51","3.9","","--","--"
"1571430269-5928","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Phil Esposito","1968-69","BOS","C","74","49","77","126","55","79","1.70","10","39","2","4","9","0","351","14.0","","--","--"
"1571430269-10208","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Paul Ronty","1947-48","BOS","C","24","3","11","14","","0","0.58","1","1","0","0","0","0","","--","","--","--"
"1571430269-6463","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Doug Bentley","1946-47","CHI","L","52","21","34","55","","18","1.06","4","16","0","1","3","0","","--","","--","--"
"1571430269-13181","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bill Lecaine","1968-69","PIT","L","4","0","0","0","0","0","--","0","0","0","0","0","0","1","0.0","","--","--"
"1571430269-6621","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Norm Ullman","1956-57","DET","C","64","16","36","52","","47","0.81","6","17","0","0","0","0","","--","","--","--"
"1571430269-9629","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Dutch Hiller","1945-46","MTL","L","44","7","11","18","","4","0.41","2","3","0","0","1","0","","--","","--","--"
"1571430269-13754","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Art Michaluk","1947-48","CHI","D","5","0","0","0","","0","--","0","0","0","0","0","0","","--","","--","--"
"1571430269-10449","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jack Evans","1957-58","NYR","D","70","4","8","12","","108","0.17","1","2","0","0","2","0","","--","","--","--"
"1571430269-7390","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Sid Smith","1952-53","TOR","L","70","20","19","39","","6","0.56","6","10","1","2","4","0","","--","","--","--"
"1571430269-8327","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Claude Provost","1955-56","MTL","R","60","13","16","29","","30","0.48","1","3","0","0","0","0","","--","","--","--"
"1571430269-7150","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Leon Rochefort","1967-68","PHI","R","74","21","21","42","0","16","0.57","4","11","2","2","1","0","237","8.9","","--","--"
"1571430269-11787","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Phil Maloney","1950-51","BOS, TOR","C","14","3","0","3","","2","0.21","0","0","0","0","0","0","","--","","--","--"
"1571430269-12500","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jean Gauthier","1960-61","MTL","D","4","0","1","1","2","8","0.25","0","0","0","0","0","0","3","0.0","","--","--"
"1571430269-7126","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Dave Balon","1963-64","MTL","L","70","24","18","42","13","80","0.60","7","12","0","3","2","0","220","10.9","","--","--"
"1571430269-8401","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Calum MacKay","1950-51","MTL","L","70","18","10","28","","69","0.40","1","2","0","0","3","0","","--","","--","--"
"1571430269-8245","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ed Litzenberger","1959-60","CHI","C","52","12","18","30","-9","15","0.58","1","5","0","0","0","0","199","6.0","","--","--"
"1571430269-10652","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bob Goldham","1948-49","CHI","D","60","1","10","11","","43","0.18","0","0","0","0","0","0","","--","","--","--"
"1571430269-8293","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Leo Gravelle","1949-50","MTL","R","70","19","10","29","","18","0.41","0","1","0","0","0","0","","--","","--","--"
"1571430269-7312","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Tod Sloan","1959-60","CHI","C","69","20","20","40","-1","52","0.58","5","9","0","0","4","0","185","10.8","","--","--"
"1571430269-11208","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Larry Leach","1961-62","BOS","C","28","2","5","7","-5","18","0.25","0","0","0","0","0","0","36","5.5","","--","--"
"1571430269-11244","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Marcel Pronovost","1950-51","DET","D","37","1","6","7","","20","0.19","0","0","0","0","0","0","","--","","--","--"
"1571430269-11356","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Dickie Moore","1964-65","TOR","L","38","2","4","6","-5","68","0.16","0","2","0","0","0","0","30","6.7","","--","--"
"1571430269-12823","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","John Hanna","1967-68","PHI","D","15","0","0","0","1","0","--","0","0","0","0","0","0","4","0.0","","--","--"
"1571430269-6101","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Elmer Lach","1943-44","MTL","C","48","24","48","72","","23","1.50","5","12","0","0","5","0","","--","","--","--"
