web-scraper-order,web-scraper-start-url,name,season,team,position,games_played,goals,assists,points,plus_minus,pim,points_per_gp,ppg,ppp,shg,shp,gwg,otg,shots,shot_perc,toi_gp,shifts_gp,fow_perc
"1571428408-1318","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","John McCreedy","1941-42","TOR","R","47","15","8","23","","14","0.49","2","2","0","0","5","0","","--","","--","--"
"1571428408-5270","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Paul Runge","1933-34","MMR","C","4","0","0","0","","0","--","0","0","0","0","0","0","","--","","--","--"
"1571428408-4965","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Rolly Huard","1930-31","TOR","C","1","1","0","1","","0","1.00","","","","","0","0","","--","","--","--"
"1571428408-1634","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Harry Oliver","1931-32","BOS","R","44","13","7","20","","18","0.45","","","","","2","0","","--","","--","--"
"1571428408-5002","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Lionel Hitchman","1922-23","SEN","D","3","0","1","1","","12","0.33","","","","","0","0","","--","","--","--"
"1571428408-3276","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Frank Finnigan","1936-37","TOR","R","48","2","7","9","","4","0.19","0","0","0","0","1","0","","--","","--","--"
"1571428408-2752","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Hap Emms","1936-37","NYA","L","46","4","8","12","","48","0.26","0","2","0","0","0","0","","--","","--","--"
"1571428408-5614","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Baldy Northcott","1928-29","MMR","D","5","0","0","0","","0","--","","","","","0","0","","--","","--","--"
"1571428408-386","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Mel Hill","1941-42","BRK","R","47","14","23","37","","10","0.79","5","10","0","1","1","0","","--","","--","--"
"1571428408-5001","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Lionel Hitchman","1922-23","SEN","D","3","0","1","1","","12","0.33","","","","","0","0","","--","","--","--"
"1571428408-3436","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Alex Levinsky","1935-36","CHI","D","48","1","7","8","","69","0.17","0","1","0","0","0","0","","--","","--","--"
"1571428408-2641","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Billy Burch","1927-28","NYA","C","32","10","2","12","","34","0.38","","","","","2","0","","--","","--","--"
"1571428408-2120","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Merlyn Phillips","1926-27","MMR","C","43","15","1","16","","45","0.37","","","","","2","0","","--","","--","--"
"1571428408-3582","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","John Mahaffy","1942-43","MTL","C","9","2","5","7","","4","0.78","0","0","0","0","0","0","","--","","--","--"
"1571428408-3976","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Alex Motter","1935-36","BOS","C","23","1","4","5","","4","0.22","0","2","0","0","0","0","","--","","--","--"
"1571428408-5248","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Corb Denneny","1923-24","HAM","C","23","0","0","0","","8","--","","","","","0","0","","--","","--","--"
"1571428408-1243","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Joffre Desilets","1938-39","CHI","R","48","11","13","24","","28","0.50","1","2","0","0","2","0","","--","","--","--"
"1571428408-3082","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Reg Hamilton","1936-37","TOR","D","39","3","7","10","","32","0.26","1","1","0","0","0","0","","--","","--","--"
"1571428408-4164","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Sam Godin","1933-34","MTL","R","36","2","2","4","","15","0.11","1","1","1","1","1","0","","--","","--","--"
"1571428408-3094","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Earl Seibert","1939-40","CHI","D","37","3","7","10","","35","0.27","1","3","0","0","1","0","","--","","--","--"
"1571428408-3086","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Flash Hollett","1936-37","BOS","D","48","3","7","10","","22","0.21","0","1","0","1","1","0","","--","","--","--"
"1571428408-1215","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Normie Himes","1930-31","NYA","C","44","15","9","24","","18","0.55","","","","","7","2","","--","","--","--"
"1571428408-5903","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ken Randall","1926-27","NYA","R","3","0","0","0","","0","--","","","","","0","0","","--","","--","--"
"1571428408-342","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Cooney Weiland","1934-35","DET","C","48","13","25","38","","10","0.79","4","13","1","1","2","0","","--","","--","--"
"1571428408-5479","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Rodger Smith","1930-31","QUA","D","9","0","0","0","","8","--","","","","","0","0","","--","","--","--"
"1571428408-3593","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Fred Hunt","1940-41","NYA","R","15","2","5","7","","0","0.47","0","0","0","0","0","0","","--","","--","--"
"1571428408-2131","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Howie Morenz","1923-24","MTL","C","24","13","3","16","","32","0.67","","","","","2","0","","--","","--","--"
"1571428408-5067","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Sammy McManus","1934-35","MMR","L","25","0","1","1","","8","0.04","0","0","0","0","0","0","","--","","--","--"
"1571428408-596","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Murph Chamberlain","1942-43","BOS","L","45","9","24","33","","67","0.73","1","2","0","0","2","0","","--","","--","--"
"1571428408-2326","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Adam Brown","1941-42","DET","L","28","6","9","15","","15","0.54","0","0","0","0","1","0","","--","","--","--"
"1571428408-5246","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Martin Lauder","1927-28","BOS","D","3","0","0","0","","2","--","","","","","0","0","","--","","--","--"
