web-scraper-order,web-scraper-start-url,team,season,games_played,wins,losses,ties,overtime,points,row,p_perc,goals_for,goals_against,shoot_out_wins,goalsf_per_gp,goalsa_per_gp,powerplay_perc,penalty_kill_perc,shots_per_gp,shots_against_per_gp,fow_perc
"1571322799-93","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Montréal Canadiens","1981-82","80","46","17","17","","109","0",".681","360","223","0","4.50","2.79","24.2","80.1","33.8","27.5","--"
"1571322799-889","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Detroit Red Wings","1948-49","60","34","19","7","","75","0",".625","195","145","0","3.25","2.42","--","--","--","--","--"
"1571322799-323","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Carolina Hurricanes","2008-09","82","45","30","0","7","97","42",".591","236","221","3","2.88","2.70","18.7","80.4","32.6","29.5","51.3"
"1571322799-242","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Montréal Canadiens","2013-14","82","46","28","0","8","100","40",".610","209","201","6","2.55","2.45","17.2","85.1","28.4","31.0","49.6"
"1571322799-22","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Calgary Flames","1988-89","80","54","17","9","","117","0",".731","354","226","0","4.42","2.83","25.2","82.8","34.6","25.7","0.0"
"1571322799-793","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","New York Islanders","1991-92","80","34","35","11","","79","0",".494","291","299","0","3.64","3.74","22.1","76.5","27.8","32.9","0.0"
"1571322799-1290","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Chicago Blackhawks","1949-50","70","22","38","10","","54","0",".386","203","244","0","2.90","3.49","--","--","--","--","--"
"1571322799-1477","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Boston Bruins","1925-26","36","17","15","4","","38","0",".528","92","85","0","2.56","2.36","--","--","--","--","--"
"1571322799-499","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Atlanta Flames","1978-79","80","41","31","8","","90","0",".563","327","280","0","4.09","3.50","23.5","80.7","28.3","29.4","--"
"1571322799-1155","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Detroit Red Wings","1975-76","80","26","44","10","","62","0",".388","226","300","0","2.83","3.75","--","--","28.4","31.6","--"
"1571322799-1481","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Montréal Canadiens","1940-41","48","16","26","6","","38","0",".396","121","147","0","2.52","3.06","--","--","--","--","--"
"1571322799-181","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Edmonton Oilers","2016-17","82","47","26","0","9","103","43",".628","243","207","4","2.96","2.52","22.9","80.7","31.1","29.5","47.0"
"1571322799-261","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Philadelphia Flyers","2000-01","82","43","25","11","3","100","0",".610","240","207","0","2.93","2.52","15.7","82.5","29.9","26.1","50.3"
"1571322799-697","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Toronto Maple Leafs","1975-76","80","34","31","15","","83","0",".519","294","276","0","3.67","3.45","--","--","33.7","31.5","--"
"1571322799-550","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Washington Capitals","1993-94","84","39","35","10","","88","0",".524","277","263","0","3.30","3.13","18.1","81.6","31.0","25.9","0.0"
"1571322799-308","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Detroit Red Wings","1991-92","80","43","25","12","","98","0",".613","320","256","0","4.00","3.20","18.6","81.4","31.0","28.0","0.0"
"1571322799-1040","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Tampa Bay Lightning","2001-02","82","27","40","11","4","69","0",".421","178","219","0","2.17","2.67","14.7","85.3","26.6","30.8","47.0"
"1571322799-881","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","St. Louis Blues","1972-73","78","32","34","12","","76","0",".487","233","251","0","2.99","3.22","--","--","34.1","29.9","--"
"1571322799-589","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","St. Louis Blues","2010-11","82","38","33","0","11","87","34",".530","236","228","4","2.88","2.78","18.6","81.7","30.2","27.7","47.3"
"1571322799-1146","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Florida Panthers","1997-98","82","24","43","15","","63","0",".384","203","256","0","2.48","3.12","13.4","79.7","27.8","28.8","49.4"
"1571322799-779","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Toronto Maple Leafs","1971-72","78","33","31","14","","80","0",".513","209","208","0","2.68","2.67","--","--","32.3","30.8","--"
"1571322799-1546","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","San Jose Sharks","1992-93","84","11","71","2","","24","0",".143","218","414","0","2.60","4.93","16.1","76.6","28.4","36.7","0.0"
"1571322799-796","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","New York Islanders","2013-14","82","34","37","0","11","79","25",".482","216","261","9","2.63","3.18","17.8","78.1","30.9","30.0","47.2"
"1571322799-1492","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Chicago Blackhawks","1950-51","70","13","47","10","","36","0",".257","171","280","0","2.44","4.00","--","--","--","--","--"
"1571322799-1554","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Montréal Canadiens","1918-19","18","10","8","0","","20","0",".556","88","78","0","4.89","4.33","--","--","--","--","--"
"1571322799-211","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Los Angeles Kings","1990-91","80","46","24","10","","102","0",".638","340","254","0","4.25","3.17","20.5","83.0","30.1","30.1","0.0"
"1571322799-1549","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Montréal Canadiens","1925-26","36","11","24","1","","23","0",".319","79","108","0","2.19","3.00","--","--","--","--","--"
"1571322799-48","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Boston Bruins","1975-76","80","48","15","17","","113","0",".706","313","237","0","3.91","2.96","--","--","33.1","26.4","--"
"1571322799-734","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Pittsburgh Penguins","1987-88","80","36","35","9","","81","0",".506","319","316","0","3.99","3.95","21.9","76.4","31.3","31.1","0.0"
"1571322799-159","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Washington Capitals","2018-19","82","48","26","0","8","104","44",".634","274","248","4","3.34","3.02","20.8","78.9","30.4","31.5","45.7"
"1571322799-275","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Montréal Canadiens","1973-74","78","45","24","9","","99","0",".635","293","240","0","3.76","3.08","--","--","30.2","29.8","--"
"1571322799-1362","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Toronto Maple Leafs","1936-37","48","22","21","5","","49","0",".510","119","115","0","2.48","2.40","--","--","--","--","--"
"1571322799-165","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Nashville Predators","2014-15","82","47","25","0","10","104","41",".634","226","202","6","2.76","2.46","16.2","80.8","31.9","28.3","48.9"
"1571322799-1275","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Columbus Blue Jackets","2012-13","48","24","17","0","7","55","19",".573","115","115","5","2.40","2.40","14.2","82.6","26.7","29.9","52.0"
"1571322799-360","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Minnesota North Stars","1982-83","80","40","24","16","","96","0",".600","321","290","0","4.01","3.63","26.7","80.6","32.1","31.6","--"
"1571322799-258","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Boston Bruins","1990-91","80","44","24","12","","100","0",".625","299","264","0","3.74","3.30","21.1","82.6","31.4","28.0","0.0"
"1571322799-449","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Dallas Stars","2017-18","82","42","32","0","8","92","38",".561","231","222","4","2.82","2.71","19.3","80.8","31.2","29.8","52.5"
"1571322799-553","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Philadelphia Flyers","2016-17","82","39","33","0","10","88","32",".537","212","231","7","2.59","2.82","19.5","79.8","31.5","28.5","52.3"
"1571322799-985","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Tampa Bay Lightning","1993-94","84","30","43","11","","71","0",".423","224","251","0","2.67","2.99","14.7","82.7","29.8","27.3","0.0"
"1571322799-730","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Chicago Blackhawks","1975-76","80","32","30","18","","82","0",".513","254","261","0","3.17","3.26","--","--","29.4","31.2","--"
"1571322799-1195","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Minnesota North Stars","1969-70","76","19","35","22","","60","0",".395","224","257","0","2.95","3.38","--","--","30.8","36.6","--"
"1571322799-1022","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Detroit Red Wings","1983-84","80","31","42","7","","69","0",".431","298","323","0","3.73","4.04","22.2","75.2","29.1","28.9","--"
"1571322799-626","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Edmonton Oilers","2008-09","82","38","35","0","9","85","32",".518","228","244","6","2.78","2.98","16.9","77.5","28.1","32.5","47.9"
"1571322799-1148","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Toronto Maple Leafs","1988-89","80","28","46","6","","62","0",".388","259","342","0","3.24","4.28","16.7","72.7","27.1","34.3","0.0"
"1571322799-978","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Anaheim Ducks","1993-94","84","33","46","5","","71","0",".423","229","251","0","2.73","2.99","14.4","82.7","28.6","31.1","0.0"
"1571322799-789","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Los Angeles Kings","2008-09","82","34","37","0","11","79","29",".482","202","226","5","2.46","2.76","19.2","82.9","29.1","28.1","52.0"
"1571322799-1526","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Montréal Canadiens","1922-23","24","13","9","2","","28","0",".583","73","61","0","3.04","2.54","--","--","--","--","--"
"1571322799-233","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Pittsburgh Penguins","1993-94","84","44","27","13","","101","0",".601","299","285","0","3.56","3.39","18.8","82.0","32.5","31.9","0.0"
"1571322799-1081","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Florida Panthers","2013-14","82","29","45","0","8","66","21",".402","188","262","8","2.29","3.20","10.0","75.9","29.9","31.1","48.3"
"1571322799-86","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","St. Louis Blues","2011-12","82","49","22","0","11","109","45",".665","206","155","4","2.51","1.89","16.7","85.8","30.6","26.7","50.4"
"1571322799-1529","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","New York Americans","1927-28","44","11","27","6","","28","0",".318","63","128","0","1.43","2.91","--","--","--","--","--"
"1571322799-376","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Ottawa Senators","1999-00","82","41","28","11","2","95","0",".579","244","210","0","2.98","2.56","16.8","87.5","31.5","25.2","50.3"
"1571322799-1353","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Ottawa Senators (1917)","1929-30","44","21","15","8","","50","0",".568","138","118","0","3.14","2.68","--","--","--","--","--"
"1571322799-1561","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Pittsburgh Pirates","1929-30","44","5","36","3","","13","0",".148","102","185","0","2.32","4.20","--","--","--","--","--"
"1571322799-1524","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Ottawa Senators (1917)","1922-23","24","14","9","1","","29","0",".604","77","54","0","3.21","2.25","--","--","--","--","--"
"1571322799-777","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Columbus Blue Jackets","2007-08","82","34","36","0","12","80","31",".488","190","210","3","2.32","2.56","14.9","83.3","29.0","27.4","52.3"
"1571322799-3","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Detroit Red Wings","1995-96","82","62","13","7","","131","0",".799","325","181","0","3.96","2.21","21.3","88.3","32.3","24.2","0.0"
"1571322799-1594","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","New York Rangers","2019-20","3","2","1","0","0","4","2",".667","11","9","0","3.67","3.00","33.3","83.3","27.7","35.3","54.5"
"1571322799-495","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Carolina Hurricanes","2001-02","82","35","26","16","5","91","0",".555","217","217","0","2.65","2.65","16.1","83.7","28.6","27.0","56.1"
"1571322799-664","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","New York Islanders","1993-94","84","36","36","12","","84","0",".500","282","264","0","3.36","3.14","20.1","81.0","29.9","30.5","0.0"
"1571322799-620","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Florida Panthers","2006-07","82","35","31","0","16","86","33",".524","245","249","2","2.99","3.04","18.1","82.4","33.3","29.3","47.9"
"1571322799-1039","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Minnesota North Stars","1967-68","74","27","32","15","","69","0",".466","191","226","0","2.58","3.05","--","--","28.6","31.0","--"
"1571322799-913","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Edmonton Oilers","2011-12","82","32","40","0","10","74","27",".451","207","232","5","2.52","2.83","20.6","82.4","26.7","30.7","47.7"
"1571322799-52","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Chicago Blackhawks","2009-10","82","52","22","0","8","112","43",".683","262","203","9","3.20","2.48","17.7","85.3","34.1","25.1","52.4"
"1571322799-1144","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Buffalo Sabres","1970-71","78","24","39","15","","63","0",".404","217","291","0","2.78","3.73","--","--","26.7","36.1","--"
"1571322799-498","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Toronto Maple Leafs","2005-06","82","41","33","0","8","90","38",".549","254","263","3","3.10","3.21","21.3","80.0","28.3","30.6","51.6"
"1571322799-1311","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","St. Louis Blues","1977-78","80","20","47","13","","53","0",".331","195","304","0","2.44","3.80","16.7","73.3","27.8","29.8","--"
"1571322799-1057","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","New York Rangers","1997-98","82","25","39","18","","68","0",".415","197","231","0","2.40","2.82","17.7","85.4","25.3","28.0","48.5"
"1571322799-942","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Los Angeles Kings","1972-73","78","31","36","11","","73","0",".468","232","245","0","2.97","3.14","--","--","29.1","28.8","--"
"1571322799-1531","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Toronto St. Patricks","1921-22","24","13","10","1","","27","0",".563","98","97","0","4.08","4.04","--","--","--","--","--"
"1571322799-218","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","New York Islanders","2014-15","82","47","28","0","7","101","40",".616","245","224","7","2.99","2.73","18.7","78.0","33.8","28.3","49.2"
"1571322799-598","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Minnesota North Stars","1980-81","80","35","28","17","","87","0",".544","291","263","0","3.64","3.29","21.6","78.9","32.2","29.9","--"
"1571322799-610","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","New York Rangers","1979-80","80","38","32","10","","86","0",".538","308","284","0","3.85","3.55","25.7","82.2","29.8","28.7","--"
"1571322799-1572","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Boston Bruins","2019-20","6","5","1","0","0","10","5",".833","16","10","0","2.67","1.67","31.3","83.3","29.5","32.8","50.6"
"1571322799-1122","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","New York Rangers","1961-62","70","26","32","12","","64","0",".457","195","207","0","2.79","2.96","--","--","28.8","33.3","--"
"1571322799-435","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Montréal Canadiens","1991-92","80","41","28","11","","93","0",".581","267","207","0","3.34","2.59","19.5","81.3","30.5","27.8","0.0"
"1571322799-1016","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Toronto Maple Leafs","1954-55","70","24","24","22","","70","0",".500","147","135","0","2.10","1.93","--","--","--","--","--"
"1571322799-281","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Edmonton Oilers","1987-88","80","44","25","11","","99","0",".619","363","288","0","4.54","3.60","21.9","80.8","29.3","29.6","0.0"
"1571322799-180","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Detroit Red Wings","1992-93","84","47","28","9","","103","0",".613","369","280","0","4.39","3.33","24.9","81.2","32.9","28.9","0.0"
"1571322799-579","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Winnipeg Jets (1979)","1992-93","84","40","37","7","","87","0",".518","322","320","0","3.83","3.81","20.9","81.7","30.7","32.7","0.0"
"1571322799-140","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Calgary Flames","1987-88","80","48","23","9","","105","0",".656","397","305","0","4.96","3.81","28.4","80.4","33.3","29.6","0.0"
"1571322799-546","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Carolina Hurricanes","2006-07","82","40","34","0","8","88","40",".537","241","248","0","2.94","3.02","15.0","84.5","31.2","28.5","52.3"
"1571322799-703","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Minnesota Wild","2003-04","82","30","29","20","3","83","0",".506","188","183","0","2.29","2.23","13.6","84.5","24.2","29.1","46.7"
"1571322799-767","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Detroit Red Wings","1988-89","80","34","34","12","","80","0",".500","313","316","0","3.91","3.95","20.7","81.5","28.7","31.4","0.0"
"1571322799-249","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Buffalo Sabres","2009-10","82","45","27","0","10","100","41",".610","231","201","4","2.82","2.45","17.6","86.6","31.6","31.4","48.6"
"1571322799-1249","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Toronto Maple Leafs","1948-49","60","22","25","13","","57","0",".475","147","161","0","2.45","2.68","--","--","--","--","--"
"1571322799-940","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","New York Islanders","1989-90","80","31","38","11","","73","0",".456","281","288","0","3.51","3.60","23.6","76.5","29.5","33.5","0.0"
"1571322799-1336","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Montréal Canadiens","1947-48","60","20","29","11","","51","0",".425","147","169","0","2.45","2.82","--","--","--","--","--"
"1571322799-941","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Winnipeg Jets (1979)","1983-84","80","31","38","11","","73","0",".456","340","374","0","4.25","4.67","21.5","74.6","32.3","32.7","--"
"1571322799-972","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Calgary Flames","1998-99","82","30","40","12","","72","0",".439","211","234","0","2.57","2.85","14.3","79.8","28.6","29.5","47.7"
"1571322799-810","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","New York Rangers","1985-86","80","36","38","6","","78","0",".488","280","276","0","3.50","3.45","20.1","77.7","31.8","30.0","--"
"1571322799-1137","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Detroit Red Wings","1979-80","80","26","43","11","","63","0",".394","268","306","0","3.35","3.83","22.4","76.3","29.9","28.5","--"
"1571322799-29","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Philadelphia Flyers","1979-80","80","48","12","20","","116","0",".725","327","254","0","4.09","3.17","16.2","78.8","33.8","27.7","--"
"1571322799-66","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","New Jersey Devils","2000-01","82","48","19","12","3","111","0",".677","295","195","0","3.60","2.38","22.9","84.7","31.6","24.7","49.4"
"1571322799-1106","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","California Golden Seals","1975-76","80","27","42","11","","65","0",".406","250","278","0","3.13","3.48","--","--","28.7","30.5","--"
"1571322799-1335","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Boston Bruins","1927-28","44","20","13","11","","51","0",".580","77","70","0","1.75","1.59","--","--","--","--","--"
